GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ
506,Markdale,11.1,90.0,54.3,40.0,75.0,30.0,30.0,10.0,585.0,35.0,9906.0,34757.0,15.0,25.0,180.0,0.0,10.0,49.5,60.0,2.3,270.0,10.0,25963.0,11221.0,27968.0,115.0,810.0,54.6,528.0,1175.0,1216.0,250.0,18.7,185.0,490.0,1080.0,555.0,1080.0,10.0,9.3,0.0,0.0,35.0,0506,2016S05100506,35,Ontario,Markdale,,4.8,9.6,00001
508,Marmora,13.2,80.0,51.5,30.0,40.0,90.0,70.0,5.0,440.0,125.0,12084.0,29711.0,15.0,50.0,150.0,0.0,0.0,32.4,55.0,2.1,120.0,0.0,22016.0,12576.0,22528.0,175.0,1075.0,36.4,775.5,1466.0,1629.0,295.0,28.9,165.0,395.0,1265.0,640.0,1260.0,75.0,10.9,0.0,0.0,25.0,0508,2016S05100508,35,Ontario,Marmora,,5.1,9.4,00000
509,Marystown,16.3,170.0,66.2,80.0,55.0,35.0,70.0,5.0,1260.0,285.0,9629.0,45067.0,75.0,175.0,600.0,0.0,10.0,44.9,110.0,5.72,650.0,55.0,26022.0,8656.0,28181.0,265.0,1705.0,57.5,471.9,2868.0,2697.0,1070.0,20.4,240.0,985.0,2270.0,1580.0,2270.0,110.0,21.8,0.0,40.0,145.0,0509,2016S05100509,10,Newfoundland and Labrador,Marystown,,2.8,6.5,00000
514,Matagami,20.1,160.0,67.7,55.0,10.0,0.0,25.0,0.0,775.0,260.0,9337.0,57491.0,55.0,85.0,120.0,0.0,0.0,70.1,60.0,1.72,550.0,20.0,38541.0,7152.0,44576.0,145.0,690.0,72.9,809.5,1454.0,1396.0,495.0,6.5,135.0,740.0,1075.0,775.0,1075.0,180.0,3.2,10.0,30.0,75.0,0514,2016S05100514,24,Quebec,Matagami,,3.8,6.1,00000
515,Matane,11.9,515.0,59.8,350.0,110.0,50.0,105.0,35.0,4835.0,1380.0,10306.0,35077.0,540.0,315.0,1150.0,10.0,0.0,49.8,475.0,10.34,3465.0,75.0,26086.0,10225.0,28777.0,995.0,7220.0,55.5,1043.7,10890.0,10787.0,3395.0,20.6,1070.0,4250.0,8905.0,5460.0,8910.0,1070.0,10.2,80.0,160.0,710.0,0515,2016S05100515,24,Quebec,Matane,,5.8,5.1,00000
516,Mattawa,13.8,60.0,61.0,75.0,50.0,80.0,60.0,5.0,665.0,75.0,10241.0,34176.0,25.0,25.0,325.0,0.0,0.0,39.2,100.0,1.95,305.0,0.0,22997.0,11179.0,23834.0,195.0,1140.0,46.3,916.1,1789.0,1786.0,455.0,23.1,290.0,555.0,1480.0,940.0,1480.0,50.0,14.6,0.0,25.0,30.0,0516,2016S05100516,35,Ontario,Mattawa,,7.9,9.2,00000
517,Mayerthorpe,15.4,90.0,57.7,55.0,135.0,10.0,50.0,0.0,550.0,95.0,10206.0,47717.0,45.0,70.0,120.0,0.0,0.0,55.9,85.0,1.29,200.0,10.0,31168.0,8832.0,34091.0,120.0,535.0,62.0,935.1,1232.0,1205.0,295.0,17.4,170.0,490.0,895.0,580.0,895.0,20.0,9.9,0.0,30.0,50.0,0517,2016S05100517,48,Alberta,Mayerthorpe,,10.3,6.8,01101
521,Meadow Lake,26.2,385.0,63.2,165.0,190.0,15.0,65.0,5.0,2565.0,320.0,8178.0,46263.0,345.0,190.0,570.0,10.0,0.0,63.2,235.0,3.21,1645.0,105.0,33715.0,5480.0,36791.0,410.0,2500.0,69.0,1639.9,4880.0,5266.0,1485.0,20.2,660.0,2310.0,3795.0,2555.0,3790.0,130.0,8.6,40.0,85.0,505.0,0521,2016S05100521,47,Saskatchewan,Meadow Lake,,4.4,7.6,00000
522,Meaford,13.2,615.0,54.5,145.0,380.0,65.0,140.0,30.0,2175.0,145.0,10375.0,37787.0,270.0,70.0,725.0,0.0,0.0,49.2,205.0,5.67,735.0,65.0,26604.0,11104.0,28698.0,370.0,3265.0,52.6,865.3,4860.0,4910.0,1270.0,17.9,635.0,1925.0,4190.0,2270.0,4190.0,70.0,6.8,35.0,20.0,375.0,0522,2016S05100522,35,Ontario,Meaford,,4.7,6.1,00000
523,Medicine Hat,17.7,9190.0,64.6,2735.0,1750.0,665.0,1350.0,180.0,32155.0,3835.0,8855.0,51975.0,3855.0,2860.0,8890.0,175.0,100.0,58.5,3605.0,51.33,15035.0,810.0,33544.0,7390.0,36957.0,4545.0,31010.0,64.9,1226.1,59624.0,62935.0,18600.0,11.4,9990.0,27990.0,50255.0,33135.0,50255.0,980.0,9.9,225.0,710.0,5165.0,0523,2016S05100523,48,Alberta,Medicine Hat,,4.6,3.9,00000
524,Melfort,18.7,295.0,58.8,240.0,270.0,65.0,100.0,15.0,2895.0,285.0,9563.0,43871.0,445.0,150.0,585.0,10.0,0.0,59.5,300.0,4.31,1800.0,75.0,32309.0,9197.0,35108.0,270.0,3035.0,63.8,1340.6,5383.0,5778.0,1545.0,15.3,860.0,2530.0,4575.0,2675.0,4575.0,140.0,7.0,20.0,115.0,555.0,0524,2016S05100524,47,Saskatchewan,Melfort,,4.6,7.0,00000
527,Melville,16.4,185.0,59.3,170.0,300.0,45.0,40.0,15.0,1965.0,315.0,9370.0,44350.0,260.0,145.0,470.0,0.0,0.0,54.7,225.0,2.84,1210.0,10.0,31856.0,9395.0,34951.0,195.0,2370.0,58.4,1450.8,4080.0,4127.0,1110.0,16.0,630.0,1780.0,3380.0,1945.0,3380.0,180.0,6.1,10.0,50.0,280.0,0527,2016S05100527,47,Saskatchewan,Melville,,4.4,9.1,00000
529,Merritt,15.3,295.0,62.6,125.0,80.0,85.0,110.0,10.0,2455.0,380.0,9304.0,38910.0,300.0,230.0,465.0,35.0,10.0,51.8,235.0,4.43,1575.0,70.0,27307.0,8880.0,29497.0,510.0,3125.0,56.8,1201.7,5447.0,5321.0,1405.0,18.1,795.0,2145.0,4345.0,2715.0,4345.0,145.0,9.1,30.0,110.0,445.0,0529,2016S05100529,59,British Columbia,Merritt,,8.7,13.2,00111
530,Middleton,13.3,185.0,57.9,35.0,30.0,10.0,0.0,5.0,590.0,85.0,8399.0,31937.0,60.0,20.0,210.0,0.0,0.0,46.9,65.0,2.72,250.0,35.0,23232.0,8752.0,24800.0,95.0,875.0,55.8,510.8,1390.0,1391.0,420.0,31.6,180.0,475.0,1125.0,695.0,1120.0,65.0,16.0,10.0,25.0,95.0,0530,2016S05100530,12,Nova Scotia,Middleton,,7.6,5.4,00000
531,Midland,13.4,2065.0,62.0,1065.0,705.0,610.0,600.0,90.0,10665.0,905.0,9586.0,37535.0,1320.0,480.0,3535.0,75.0,45.0,49.8,1600.0,26.62,5535.0,225.0,26803.0,9526.0,28909.0,1765.0,15220.0,54.8,914.7,23791.0,24353.0,6320.0,18.1,4070.0,9515.0,20030.0,12160.0,20030.0,435.0,9.1,90.0,120.0,1755.0,0531,2016S05100531,35,Ontario,Midland,,4.9,4.1,00000
532,Milton,26.7,9885.0,64.9,2660.0,13055.0,6700.0,9125.0,230.0,54090.0,2390.0,5777.0,52130.0,16135.0,1160.0,13645.0,545.0,330.0,70.8,4415.0,40.36,9380.0,4925.0,38024.0,2321.0,42790.0,2990.0,47380.0,75.0,2520.3,75880.0,101715.0,41025.0,8.8,11120.0,48150.0,73435.0,55140.0,73435.0,1225.0,5.7,1460.0,1600.0,23395.0,0532,2016S05100532,35,Ontario,Milton,,2.4,3.0,00000
533,Milverton,19.4,215.0,62.2,35.0,175.0,65.0,10.0,10.0,815.0,70.0,8013.0,43766.0,55.0,55.0,155.0,0.0,0.0,69.0,70.0,1.27,295.0,20.0,32533.0,5424.0,36576.0,215.0,800.0,70.3,1241.5,1476.0,1576.0,305.0,11.3,225.0,765.0,1160.0,750.0,1160.0,15.0,1.8,0.0,10.0,80.0,0533,2016S05100533,35,Ontario,Milverton,,6.5,6.2,00000
534,Minnedosa,16.3,205.0,58.4,130.0,230.0,80.0,45.0,5.0,1190.0,105.0,8990.0,40023.0,140.0,50.0,325.0,0.0,10.0,60.0,160.0,1.79,495.0,20.0,30549.0,8949.0,34377.0,120.0,1250.0,64.0,1220.0,2239.0,2178.0,650.0,16.0,260.0,1050.0,1875.0,1025.0,1870.0,50.0,5.8,0.0,50.0,175.0,0534,2016S05100534,46,Manitoba,Minnedosa,,4.7,6.1,00000
538,Mitchell,18.8,820.0,60.5,135.0,315.0,75.0,170.0,15.0,2410.0,230.0,7849.0,42913.0,220.0,155.0,720.0,0.0,0.0,65.7,230.0,4.81,875.0,50.0,34096.0,6796.0,37760.0,275.0,2485.0,68.2,951.3,4257.0,4573.0,1305.0,9.5,715.0,2255.0,3560.0,2300.0,3555.0,75.0,3.9,35.0,45.0,305.0,0538,2016S05100538,35,Ontario,Mitchell,,4.5,6.0,00000
539,Moncton,15.9,19635.0,67.1,4950.0,3390.0,885.0,1270.0,580.0,58760.0,4075.0,7632.0,41664.0,11360.0,1800.0,16870.0,425.0,425.0,61.6,5815.0,110.35,26490.0,2685.0,29925.0,6148.0,33336.0,5055.0,60565.0,66.9,984.3,103926.0,108620.0,38250.0,16.5,15475.0,51675.0,89410.0,58775.0,89410.0,2275.0,7.9,1140.0,1270.0,16035.0,0539,2016S05100539,13,New Brunswick,Moncton,,3.8,4.7,00000
540,Mont-Joli,14.2,430.0,59.6,195.0,235.0,45.0,35.0,25.0,2275.0,765.0,10237.0,32116.0,225.0,180.0,400.0,15.0,10.0,48.1,295.0,6.36,1250.0,20.0,24855.0,10137.0,26702.0,565.0,3580.0,53.5,880.5,5569.0,5604.0,1565.0,23.1,595.0,1990.0,4405.0,2725.0,4405.0,585.0,10.4,25.0,100.0,295.0,0540,2016S05100540,24,Quebec,Mont-Joli,,5.4,4.1,00000
541,Mont-Laurier,12.9,475.0,60.0,225.0,120.0,115.0,110.0,35.0,3065.0,1105.0,10047.0,31821.0,380.0,245.0,490.0,10.0,15.0,47.6,360.0,8.43,1950.0,45.0,23247.0,9594.0,24635.0,930.0,5015.0,52.9,907.3,7569.0,7644.0,2140.0,28.9,610.0,2765.0,6080.0,3680.0,6080.0,860.0,9.9,30.0,70.0,475.0,0541,2016S05100541,24,Quebec,Mont-Laurier,,7.2,4.2,00000
544,Montague,12.6,95.0,56.6,45.0,90.0,60.0,30.0,15.0,730.0,60.0,11038.0,28417.0,45.0,25.0,140.0,0.0,0.0,41.2,75.0,2.11,260.0,40.0,21744.0,11558.0,23392.0,175.0,1210.0,53.2,867.6,1741.0,1834.0,340.0,33.7,225.0,540.0,1415.0,735.0,1415.0,40.0,23.2,0.0,45.0,95.0,0544,2016S05100544,11,Prince Edward Island,Montague,,8.1,9.6,00000
546,Montmagny,12.0,560.0,60.0,325.0,260.0,105.0,150.0,30.0,4260.0,1090.0,9575.0,34845.0,450.0,250.0,875.0,20.0,10.0,54.3,345.0,6.74,2825.0,70.0,26938.0,9005.0,29679.0,810.0,6105.0,57.6,1342.2,9191.0,9041.0,2655.0,17.2,960.0,3905.0,7505.0,4425.0,7510.0,840.0,5.7,25.0,115.0,580.0,0546,2016S05100546,24,Quebec,Montmagny,,4.4,3.7,00000
547,Montréal,16.6,521490.0,66.9,123630.0,428470.0,202860.0,183860.0,60940.0,1.820295e6,273400.0,7955.0,44907.0,401200.0,72885.0,347985.0,17110.0,25355.0,60.6,156205.0,1293.99,272975.0,151140.0,29319.0,5667.0,32535.0,206950.0,2.120085e6,65.7,2719.9,3.387653e6,3.519595e6,1.363895e6,16.1,341735.0,1.60966e6,2.85703e6,1.912585e6,2.85703e6,200515.0,7.7,60400.0,87310.0,655200.0,0547,2016S05100547,24,Quebec,Montréal,,3.3,3.8,00000
549,Moose Jaw,17.8,3455.0,62.9,1340.0,660.0,770.0,690.0,110.0,16825.0,2265.0,8449.0,47460.0,2070.0,1340.0,3755.0,80.0,15.0,60.7,1785.0,21.38,9560.0,415.0,33641.0,6943.0,37216.0,2190.0,17475.0,65.1,1530.8,32546.0,32724.0,9140.0,13.6,5495.0,15135.0,26195.0,16820.0,26195.0,920.0,6.7,160.0,375.0,2750.0,0549,2016S05100549,47,Saskatchewan,Moose Jaw,,4.3,5.2,00000
551,Moosomin,18.2,190.0,61.4,135.0,130.0,40.0,25.0,5.0,1390.0,120.0,8021.0,48586.0,185.0,100.0,280.0,35.0,0.0,62.3,175.0,1.89,850.0,10.0,34452.0,6731.0,38221.0,150.0,1360.0,66.1,1349.9,2323.0,2548.0,665.0,9.7,450.0,1235.0,2110.0,1255.0,2115.0,25.0,5.4,15.0,25.0,240.0,0551,2016S05100551,47,Saskatchewan,Moosomin,,4.6,5.9,00000
553,Morden,20.3,1120.0,61.6,410.0,175.0,45.0,125.0,20.0,4235.0,355.0,7577.0,39252.0,485.0,240.0,820.0,30.0,15.0,64.2,495.0,7.72,2310.0,110.0,29540.0,5939.0,33280.0,595.0,4395.0,68.7,1024.5,7284.0,7907.0,2070.0,16.8,1245.0,3775.0,6270.0,3910.0,6265.0,110.0,6.5,135.0,135.0,765.0,0553,2016S05100553,46,Manitoba,Morden,,3.1,5.4,00000
554,Morinville,23.2,1170.0,67.5,365.0,1330.0,750.0,580.0,5.0,5570.0,940.0,7151.0,59646.0,500.0,730.0,1545.0,10.0,0.0,70.1,530.0,11.15,1155.0,60.0,43685.0,4380.0,50353.0,530.0,3830.0,75.6,882.8,8569.0,9848.0,3220.0,4.9,1770.0,4985.0,7420.0,5515.0,7420.0,215.0,7.4,25.0,130.0,595.0,0554,2016S05100554,48,Alberta,Morinville,,3.7,8.7,00001
555,Morris,18.4,145.0,63.0,70.0,80.0,95.0,50.0,0.0,925.0,70.0,7546.0,41348.0,80.0,30.0,150.0,10.0,10.0,63.9,105.0,2.63,435.0,15.0,30693.0,6064.0,34496.0,160.0,935.0,70.3,651.9,1666.0,1714.0,375.0,14.5,270.0,805.0,1345.0,810.0,1345.0,45.0,9.0,15.0,25.0,130.0,0555,2016S05100555,46,Manitoba,Morris,,4.6,7.2,00000
556,Morrisburg,15.5,190.0,54.4,95.0,155.0,50.0,80.0,5.0,1005.0,85.0,10894.0,39069.0,75.0,50.0,350.0,0.0,15.0,48.0,145.0,1.34,405.0,30.0,27563.0,11616.0,29909.0,210.0,1465.0,50.8,1780.2,2386.0,2385.0,565.0,19.9,380.0,885.0,1995.0,1155.0,2000.0,40.0,5.4,0.0,15.0,115.0,0556,2016S05100556,35,Ontario,Morrisburg,,5.2,5.6,00000
557,Mount Brydges,19.6,285.0,64.7,60.0,280.0,65.0,40.0,5.0,985.0,100.0,7784.0,41417.0,95.0,70.0,270.0,0.0,0.0,67.8,80.0,2.47,255.0,10.0,35296.0,5659.0,39467.0,85.0,970.0,69.6,746.4,1834.0,1842.0,520.0,7.4,285.0,925.0,1420.0,895.0,1420.0,30.0,3.0,25.0,15.0,135.0,0557,2016S05100557,35,Ontario,Mount Brydges,,2.3,3.6,00000
558,Mount Forest,15.0,395.0,56.8,155.0,240.0,110.0,180.0,10.0,2180.0,245.0,9193.0,36749.0,210.0,155.0,545.0,0.0,10.0,55.0,225.0,3.72,1035.0,10.0,27976.0,9769.0,30093.0,485.0,2840.0,59.7,1248.4,4466.0,4643.0,1055.0,15.3,670.0,1960.0,3770.0,2210.0,3775.0,90.0,8.0,15.0,20.0,240.0,0558,2016S05100558,35,Ontario,Mount Forest,,6.1,5.1,00000
561,Hébertville,15.2,170.0,59.9,35.0,65.0,65.0,10.0,0.0,505.0,205.0,10043.0,36648.0,50.0,70.0,90.0,0.0,0.0,58.3,40.0,0.75,175.0,0.0,27686.0,9728.0,29675.0,70.0,665.0,60.1,1439.8,1076.0,1085.0,355.0,15.9,70.0,480.0,840.0,495.0,840.0,135.0,2.0,0.0,0.0,60.0,0561,2016S05100561,24,Quebec,Hébertville,,5.8,4.0,00000
564,Notre-Dame-du-Bon-Conseil,16.2,170.0,57.8,30.0,85.0,20.0,15.0,5.0,460.0,155.0,8291.0,38068.0,35.0,50.0,105.0,10.0,0.0,62.5,30.0,1.39,150.0,0.0,29312.0,8288.0,32640.0,75.0,550.0,64.6,734.3,978.0,1018.0,345.0,14.0,70.0,445.0,720.0,480.0,720.0,105.0,3.2,20.0,20.0,65.0,0564,2016S05100564,24,Quebec,Notre-Dame-du-Bon-Conseil,,10.0,0.0,01000
565,Notre-Dame-du-Lac,11.9,85.0,60.6,75.0,65.0,45.0,25.0,5.0,550.0,200.0,9499.0,37200.0,45.0,35.0,105.0,0.0,0.0,53.4,80.0,2.35,260.0,10.0,28058.0,10056.0,30891.0,80.0,800.0,57.0,504.7,1281.0,1184.0,420.0,15.9,90.0,470.0,965.0,590.0,965.0,165.0,6.4,0.0,50.0,65.0,0565,2016S05100565,24,Quebec,Notre-Dame-du-Lac,,4.4,5.3,00000
567,Nakusp,14.2,55.0,57.5,50.0,35.0,20.0,35.0,5.0,570.0,65.0,9307.0,32343.0,50.0,30.0,155.0,0.0,0.0,51.5,75.0,1.2,295.0,10.0,24832.0,10424.0,26419.0,100.0,740.0,56.9,945.6,1094.0,1130.0,290.0,24.3,180.0,440.0,1005.0,570.0,1005.0,30.0,9.6,10.0,0.0,70.0,0567,2016S05100567,59,British Columbia,Nakusp,,6.7,12.0,00011
568,Nanaimo,14.5,14470.0,63.3,3935.0,4115.0,1065.0,1700.0,470.0,44560.0,5055.0,8308.0,40636.0,7290.0,2975.0,10530.0,335.0,400.0,55.3,5755.0,72.63,17250.0,2295.0,29072.0,7347.0,32098.0,4655.0,55230.0,59.9,1266.7,85357.0,92004.0,29195.0,17.1,13490.0,38600.0,76090.0,47335.0,76095.0,2080.0,7.7,770.0,2515.0,11090.0,0568,2016S05100568,59,British Columbia,Nanaimo,,4.7,4.7,00000
569,Napanee,15.3,570.0,59.5,270.0,780.0,205.0,70.0,20.0,3105.0,255.0,10054.0,35260.0,300.0,120.0,1050.0,25.0,0.0,49.3,465.0,7.85,1205.0,80.0,26311.0,10710.0,28059.0,540.0,4665.0,52.8,947.4,7134.0,7439.0,1780.0,21.6,1185.0,2825.0,5980.0,3500.0,5980.0,130.0,6.8,25.0,45.0,435.0,0569,2016S05100569,35,Ontario,Napanee,,5.3,4.7,00000
570,Napierville,18.5,655.0,65.0,135.0,505.0,235.0,130.0,5.0,2525.0,665.0,9233.0,38983.0,200.0,145.0,425.0,10.0,0.0,66.3,140.0,5.66,795.0,35.0,30865.0,7709.0,34832.0,485.0,2680.0,69.6,832.3,4192.0,4708.0,1430.0,10.6,545.0,2325.0,3690.0,2460.0,3695.0,525.0,5.1,25.0,75.0,270.0,0570,2016S05100570,24,Quebec,Napierville,,3.7,2.9,00000
572,Neepawa,18.9,210.0,63.3,150.0,80.0,45.0,45.0,10.0,2085.0,160.0,6442.0,38098.0,375.0,55.0,330.0,0.0,0.0,66.2,200.0,2.34,1580.0,30.0,31287.0,3611.0,35584.0,200.0,2180.0,69.3,1685.6,3111.0,3939.0,1065.0,10.9,810.0,1955.0,3055.0,2075.0,3050.0,100.0,4.7,25.0,130.0,440.0,0572,2016S05100572,46,Manitoba,Neepawa,,4.6,8.9,00000
574,Nelson,15.1,1030.0,66.2,505.0,465.0,140.0,190.0,40.0,5680.0,530.0,7482.0,39812.0,1120.0,300.0,1480.0,55.0,55.0,60.4,745.0,6.87,2830.0,520.0,28547.0,5456.0,31303.0,345.0,6400.0,66.3,1552.3,10347.0,10664.0,4035.0,19.3,1485.0,4660.0,8705.0,5865.0,8705.0,230.0,8.9,95.0,185.0,1845.0,0574,2016S05100574,59,British Columbia,Nelson,,7.1,5.1,00100
577,New Glasgow,15.7,2015.0,62.7,770.0,275.0,180.0,205.0,75.0,8330.0,940.0,9183.0,41344.0,1340.0,350.0,2690.0,85.0,40.0,49.0,995.0,25.86,4510.0,335.0,26769.0,8402.0,29117.0,1325.0,11570.0,56.3,721.8,19623.0,18665.0,5710.0,22.4,2385.0,7190.0,15290.0,9420.0,15295.0,590.0,13.0,105.0,165.0,1910.0,0577,2016S05100577,12,Nova Scotia,New Glasgow,,4.0,6.1,00000
578,New Hamburg,22.2,2695.0,61.3,505.0,1495.0,235.0,300.0,10.0,7310.0,690.0,7414.0,51340.0,1225.0,465.0,2145.0,15.0,15.0,68.1,690.0,14.0,1835.0,245.0,38518.0,4950.0,43506.0,615.0,6835.0,70.7,971.0,11709.0,13595.0,4520.0,5.1,1730.0,6570.0,10405.0,6865.0,10405.0,220.0,3.7,65.0,120.0,1565.0,0578,2016S05100578,35,Ontario,New Hamburg,,2.4,2.9,00000
580,New Richmond,13.2,120.0,58.4,75.0,115.0,15.0,45.0,0.0,790.0,210.0,11299.0,35825.0,115.0,60.0,195.0,0.0,0.0,42.9,120.0,4.05,370.0,15.0,26240.0,10451.0,28237.0,170.0,1320.0,49.7,468.9,1940.0,1901.0,580.0,18.6,210.0,660.0,1625.0,960.0,1625.0,145.0,14.3,10.0,30.0,150.0,0580,2016S05100580,24,Quebec,New Richmond,,2.7,7.0,00000
581,New Waterford,12.8,970.0,63.0,325.0,380.0,100.0,60.0,30.0,2740.0,585.0,11743.0,33168.0,360.0,280.0,1100.0,0.0,0.0,37.2,475.0,8.86,775.0,65.0,24438.0,11213.0,26129.0,495.0,5255.0,45.8,828.5,7322.0,7344.0,2235.0,23.3,1045.0,2285.0,6270.0,3770.0,6275.0,300.0,18.6,40.0,90.0,465.0,0581,2016S05100581,12,Nova Scotia,New Waterford,,3.3,5.8,00000
587,Nicolet,14.1,735.0,57.1,210.0,260.0,160.0,45.0,20.0,2600.0,600.0,9075.0,38606.0,330.0,120.0,580.0,10.0,10.0,57.5,220.0,6.04,1190.0,90.0,28112.0,8690.0,31035.0,440.0,3310.0,61.0,938.9,5212.0,5669.0,1735.0,16.9,520.0,2385.0,4315.0,2695.0,4320.0,475.0,5.7,15.0,100.0,455.0,0587,2016S05100587,24,Quebec,Nicolet,,5.9,4.1,00000
588,Nipawin,19.0,185.0,57.5,160.0,120.0,45.0,50.0,20.0,1795.0,235.0,9443.0,40717.0,215.0,85.0,435.0,30.0,0.0,54.2,185.0,3.04,1180.0,25.0,30007.0,9440.0,32368.0,275.0,2190.0,60.1,1310.1,3853.0,3989.0,1040.0,19.9,500.0,1585.0,3080.0,1815.0,3080.0,150.0,9.7,10.0,90.0,280.0,0588,2016S05100588,47,Saskatchewan,Nipawin,,6.6,7.3,00000
591,Normandin,15.4,205.0,58.4,30.0,75.0,25.0,40.0,5.0,860.0,360.0,9851.0,36707.0,55.0,125.0,150.0,0.0,0.0,52.7,55.0,1.92,400.0,0.0,27520.0,9976.0,29714.0,175.0,1210.0,59.6,992.5,1970.0,1910.0,600.0,16.3,130.0,740.0,1460.0,910.0,1465.0,240.0,11.5,10.0,10.0,75.0,0591,2016S05100591,24,Quebec,Normandin,,4.4,2.8,00000
594,North Battleford,21.0,905.0,61.6,720.0,240.0,120.0,225.0,35.0,6770.0,765.0,8913.0,43554.0,925.0,450.0,1465.0,30.0,10.0,61.1,825.0,8.1,4545.0,260.0,32290.0,7074.0,35203.0,1020.0,7190.0,67.0,1675.7,13182.0,13567.0,3800.0,19.6,1845.0,6035.0,10335.0,6660.0,10335.0,310.0,8.8,100.0,235.0,1330.0,0594,2016S05100594,47,Saskatchewan,North Battleford,,5.2,7.2,00000
595,North Bay,15.0,7050.0,65.1,2170.0,1315.0,475.0,660.0,170.0,24345.0,1835.0,8856.0,41914.0,3960.0,875.0,9080.0,110.0,160.0,54.1,3415.0,65.32,11970.0,805.0,29417.0,8028.0,32063.0,2740.0,30695.0,59.7,771.5,52405.0,50396.0,16710.0,17.4,6675.0,21465.0,41785.0,26120.0,41785.0,960.0,9.5,415.0,350.0,5445.0,0595,2016S05100595,35,Ontario,North Bay,,4.5,5.4,00000
599,Norwich,21.4,485.0,62.0,100.0,230.0,110.0,105.0,5.0,1490.0,155.0,8620.0,37145.0,130.0,70.0,375.0,0.0,0.0,62.9,145.0,2.71,445.0,35.0,30684.0,7200.0,33225.0,250.0,1545.0,64.9,1051.9,2707.0,2852.0,755.0,10.1,480.0,1370.0,2320.0,1485.0,2320.0,95.0,3.3,20.0,20.0,195.0,0599,2016S05100599,35,Ontario,Norwich,,3.6,7.1,00001
600,Norwood,16.7,125.0,57.2,40.0,165.0,55.0,20.0,5.0,580.0,60.0,9591.0,36131.0,20.0,25.0,175.0,0.0,0.0,54.0,35.0,1.98,155.0,0.0,28832.0,8800.0,30955.0,95.0,765.0,58.4,696.6,1390.0,1380.0,280.0,16.3,295.0,520.0,1015.0,670.0,1015.0,30.0,8.5,0.0,20.0,30.0,0600,2016S05100600,35,Ontario,Norwood,,8.9,12.9,00011
606,Okotoks,24.1,2955.0,65.5,900.0,3205.0,1775.0,1135.0,35.0,15640.0,1835.0,6551.0,67343.0,2890.0,1380.0,4065.0,90.0,55.0,67.8,1530.0,16.98,4185.0,495.0,40909.0,3846.0,46572.0,970.0,11120.0,73.4,1698.4,24470.0,28833.0,10090.0,5.9,4245.0,13255.0,21535.0,15305.0,21535.0,450.0,7.7,190.0,470.0,3720.0,0606,2016S05100606,48,Alberta,Okotoks,,2.8,2.9,00000
607,Olds,16.4,725.0,61.6,355.0,430.0,210.0,300.0,20.0,4790.0,510.0,8597.0,52461.0,645.0,375.0,1155.0,35.0,10.0,61.9,525.0,9.52,2425.0,130.0,34593.0,7205.0,37990.0,570.0,4420.0,68.0,939.8,8025.0,8944.0,2645.0,9.2,1235.0,4085.0,7135.0,4455.0,7130.0,125.0,9.1,45.0,110.0,870.0,0607,2016S05100607,48,Alberta,Olds,,4.6,5.2,00000
608,Oliver,11.7,370.0,50.4,145.0,190.0,75.0,35.0,40.0,2080.0,290.0,10485.0,35099.0,175.0,215.0,600.0,15.0,0.0,43.6,290.0,5.0,1130.0,55.0,26266.0,11402.0,28557.0,230.0,3580.0,46.8,1056.2,5037.0,5279.0,1235.0,16.8,755.0,1795.0,4445.0,2220.0,4445.0,75.0,7.0,20.0,85.0,265.0,0608,2016S05100608,59,British Columbia,Oliver,,8.3,9.2,00001
