GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ,lng,lat,pharmacies
888,Stephenville,14.1,385.0,63.7,255.0,110.0,65.0,145.0,25.0,2885.0,530.0,10551.0,36603.0,335.0,255.0,1215.0,15.0,0.0,41.4,355.0,14.68,1725.0,155.0,24476.0,10963.0,26304.0,545.0,4655.0,51.0,484.6,7149.0,7114.0,2360.0,28.2,825.0,2430.0,6030.0,3725.0,6030.0,270.0,18.7,25.0,75.0,540.0,888,2016S05100888,10,Newfoundland and Labrador,Stephenville,,3.6,6.8,0,-58.5828993720884,48.5545272697082,10
894,Stonewall,18.3,445.0,65.8,220.0,745.0,300.0,100.0,5.0,2530.0,260.0,7340.0,53759.0,355.0,145.0,655.0,10.0,0.0,67.6,250.0,3.16,740.0,55.0,37419.0,4576.0,43925.0,160.0,2125.0,71.2,1469.0,4344.0,4644.0,1490.0,5.6,745.0,2325.0,3580.0,2395.0,3575.0,115.0,5.3,65.0,85.0,485.0,894,2016S05100894,46,Manitoba,Stonewall,,7.1,7.6,101,-97.3324301260675,50.1357499983991,3
895,Stony Mountain,15.3,240.0,76.0,50.0,265.0,75.0,30.0,5.0,785.0,90.0,7402.0,49250.0,65.0,30.0,185.0,0.0,0.0,72.3,70.0,1.82,125.0,15.0,38839.0,4056.0,45005.0,70.0,665.0,73.7,988.6,1776.0,1800.0,420.0,3.7,260.0,730.0,1065.0,750.0,1065.0,60.0,1.9,10.0,45.0,95.0,895,2016S05100895,46,Manitoba,Stony Mountain,,15.1,5.9,1100,-97.2190709385488,50.0900156103452,42
905,Summerside,15.8,1105.0,61.8,460.0,250.0,255.0,165.0,45.0,6905.0,475.0,9258.0,35596.0,890.0,175.0,1995.0,35.0,20.0,54.7,660.0,14.84,4165.0,290.0,26511.0,8970.0,29365.0,1045.0,8735.0,61.9,930.8,13872.0,13814.0,3875.0,20.5,2110.0,5945.0,11370.0,7025.0,11375.0,305.0,11.7,70.0,100.0,1300.0,905,2016S05100905,11,Prince Edward Island,Summerside,,3.9,5.7,0,-63.7878883389568,46.4071780513393,13
907,Sussex,15.8,265.0,59.6,180.0,125.0,125.0,155.0,30.0,2390.0,210.0,9205.0,35888.0,310.0,100.0,665.0,10.0,10.0,49.0,265.0,10.35,1360.0,60.0,24663.0,8604.0,26148.0,300.0,3245.0,57.2,511.8,5148.0,5298.0,1350.0,26.2,855.0,2025.0,4320.0,2505.0,4320.0,110.0,14.4,35.0,50.0,420.0,907,2016S05100907,13,New Brunswick,Sussex,,4.3,6.2,0,-65.4969191580373,45.7216667727165,8
911,Swan River,17.3,190.0,56.1,210.0,45.0,25.0,40.0,15.0,1790.0,110.0,10341.0,39252.0,205.0,50.0,460.0,10.0,0.0,55.8,230.0,6.26,1325.0,30.0,27986.0,9267.0,30330.0,275.0,2390.0,58.7,633.7,3865.0,3964.0,855.0,22.8,570.0,1615.0,3080.0,1700.0,3080.0,65.0,5.0,10.0,35.0,250.0,911,2016S05100911,46,Manitoba,Swan River,,6.9,10.2,11,-101.256723927867,52.1127705733411,5
922,Terrace,18.6,1025.0,67.0,520.0,160.0,255.0,305.0,25.0,7350.0,885.0,8621.0,46057.0,985.0,550.0,1740.0,45.0,15.0,61.8,700.0,19.47,4755.0,275.0,32890.0,6688.0,36617.0,1120.0,7210.0,69.0,701.6,13395.0,13663.0,4235.0,13.7,1930.0,6495.0,10870.0,7280.0,10870.0,330.0,10.4,90.0,190.0,1415.0,922,2016S05100922,59,British Columbia,Terrace,,4.1,3.8,0,-128.57946650754,54.5174179450733,6
927,The Pas,21.8,440.0,64.5,255.0,55.0,0.0,55.0,10.0,2745.0,260.0,8282.0,46953.0,315.0,155.0,625.0,20.0,15.0,65.5,315.0,5.25,1975.0,115.0,35017.0,5610.0,39441.0,385.0,2740.0,69.8,1022.1,5364.0,5368.0,1510.0,15.6,765.0,2530.0,3980.0,2665.0,3980.0,105.0,6.5,35.0,125.0,495.0,927,2016S05100927,46,Manitoba,The Pas,,10.2,15.0,1111,-101.242391676586,53.8129475576853,5
930,Thompson,25.1,935.0,69.1,425.0,105.0,50.0,125.0,10.0,7130.0,740.0,6177.0,55463.0,970.0,495.0,1335.0,20.0,10.0,70.2,580.0,7.88,5390.0,205.0,39189.0,2131.0,44866.0,1470.0,6120.0,76.0,1633.3,12074.0,12878.0,3635.0,13.8,1935.0,6610.0,9575.0,7035.0,9570.0,245.0,7.6,75.0,280.0,1280.0,930,2016S05100930,46,Manitoba,Thompson,,5.2,10.7,111,-97.8689344028415,55.7418894876401,5
946,Tracadie-Sheila,12.7,195.0,61.0,150.0,125.0,35.0,35.0,25.0,1315.0,220.0,10580.0,35164.0,200.0,110.0,305.0,10.0,0.0,43.6,200.0,6.03,680.0,35.0,23866.0,10446.0,25744.0,395.0,2015.0,52.5,527.7,3135.0,3184.0,885.0,26.9,320.0,1065.0,2590.0,1600.0,2590.0,110.0,17.3,35.0,70.0,285.0,946,2016S05100946,13,New Brunswick,Tracadie-Sheila,,6.2,6.1,0,-64.9194295090442,47.5166168233345,5
959,Ucluelet,16.8,125.0,70.2,35.0,180.0,40.0,25.0,5.0,1015.0,145.0,6682.0,39343.0,155.0,80.0,225.0,0.0,10.0,73.1,100.0,2.67,480.0,25.0,29427.0,4613.0,33229.0,85.0,920.0,78.1,590.5,1525.0,1576.0,625.0,14.3,290.0,845.0,1300.0,995.0,1300.0,65.0,5.9,25.0,50.0,205.0,959,2016S05100959,59,British Columbia,Ucluelet,,8.2,10.5,111,-125.543075697539,48.9344596996412,4
973,Vancouver,14.7,353215.0,70.2,77995.0,286050.0,129420.0,119175.0,36400.0,1.23125e6,85045.0,6023.0,45981.0,322305.0,45485.0,245380.0,13280.0,16760.0,62.2,115615.0,876.44,189095.0,104165.0,29011.0,2178.0,32086.0,105180.0,1.26356e6,66.0,2584.1,2.124443e6,2.264823e6,874370.0,16.9,312250.0,1.076965e6,1.90004e6,1.2918e6,1.90004e6,39550.0,5.9,33130.0,54305.0,489645.0,973,2016S05100973,59,British Columbia,Vancouver,,4.4,5.7,1,-122.901989500728,49.2072228092815,192
974,Vanderhoof,20.5,190.0,65.6,50.0,55.0,25.0,35.0,0.0,1140.0,95.0,8019.0,45603.0,130.0,65.0,210.0,10.0,0.0,67.4,90.0,2.92,745.0,35.0,33593.0,6144.0,36960.0,140.0,950.0,73.0,677.6,1980.0,1979.0,505.0,13.8,375.0,1050.0,1590.0,1025.0,1590.0,30.0,7.3,15.0,30.0,185.0,974,2016S05100974,59,British Columbia,Vanderhoof,,6.6,10.1,111,-124.003094204977,54.0175965451965,3
983,Vernon,14.8,5885.0,60.6,2075.0,1830.0,820.0,645.0,250.0,22850.0,2880.0,9030.0,42274.0,2940.0,1775.0,6140.0,165.0,75.0,54.1,2990.0,50.08,10550.0,870.0,29140.0,8642.0,32046.0,2515.0,28440.0,58.6,959.9,46125.0,48073.0,14215.0,15.0,7160.0,19730.0,39575.0,23890.0,39575.0,1105.0,7.7,315.0,830.0,4365.0,983,2016S05100983,59,British Columbia,Vernon,,4.8,6.4,0,-119.273622685765,50.2541779949861,22
984,Victoria,12.9,66675.0,65.7,14315.0,28425.0,8300.0,5205.0,2060.0,178340.0,14820.0,7382.0,48193.0,39430.0,8820.0,39730.0,1705.0,2880.0,60.5,20260.0,215.88,47645.0,14380.0,33282.0,5303.0,37458.0,12480.0,192855.0,64.1,1555.0,314596.0,335696.0,122170.0,13.2,43510.0,156245.0,282635.0,178165.0,282640.0,6000.0,5.6,3865.0,5350.0,62270.0,984,2016S05100984,59,British Columbia,Victoria,,5.1,4.8,0,-123.416587530942,48.5079108623541,98
991,Virden,16.9,120.0,58.9,115.0,95.0,65.0,35.0,10.0,1685.0,135.0,8160.0,47703.0,225.0,95.0,385.0,0.0,0.0,62.6,140.0,2.33,1160.0,30.0,32845.0,7387.0,37478.0,185.0,1700.0,68.9,1322.0,2863.0,3082.0,835.0,11.3,440.0,1470.0,2465.0,1460.0,2460.0,40.0,9.1,15.0,50.0,270.0,991,2016S05100991,46,Manitoba,Virden,,4.9,4.3,0,-100.93216733306,49.8496694598147,9
994,Wabana,15.8,25.0,62.4,25.0,20.0,0.0,120.0,10.0,380.0,75.0,12169.0,26535.0,25.0,15.0,145.0,0.0,0.0,27.9,65.0,2.36,115.0,0.0,19018.0,11731.0,19144.0,195.0,955.0,36.3,561.5,1417.0,1325.0,270.0,46.2,170.0,280.0,1075.0,630.0,1070.0,60.0,23.1,0.0,0.0,40.0,994,2016S05100994,10,Newfoundland and Labrador,Wabana,,5.1,12.9,11,-52.9484731244608,47.6398046343056,8
1021,White Rock,14.2,8775.0,60.6,3210.0,9045.0,4460.0,4990.0,595.0,44175.0,3210.0,7996.0,56269.0,10990.0,1915.0,10470.0,795.0,490.0,54.5,5065.0,53.54,8665.0,4130.0,34444.0,6933.0,38896.0,1910.0,51035.0,57.6,1750.6,85062.0,93729.0,33850.0,14.3,10990.0,35935.0,77895.0,46750.0,77890.0,1295.0,5.3,1450.0,2305.0,17860.0,1021,2016S05101021,59,British Columbia,White Rock,,4.6,5.8,0,-122.803648214343,49.0446753583437,167
1028,Williams Lake,16.8,765.0,64.3,295.0,145.0,185.0,355.0,20.0,5325.0,700.0,8534.0,42195.0,400.0,440.0,885.0,30.0,0.0,60.5,430.0,21.26,3380.0,115.0,30246.0,7155.0,33402.0,980.0,5725.0,65.4,494.2,10902.0,10508.0,2385.0,16.4,1980.0,4830.0,8295.0,5350.0,8295.0,255.0,7.6,40.0,205.0,595.0,1028,2016S05101028,59,British Columbia,Williams Lake,,6.4,6.0,101,-122.123514238627,52.1253960537055,6
1035,Winkler,25.1,1075.0,62.4,445.0,225.0,75.0,120.0,50.0,7130.0,380.0,6716.0,35072.0,615.0,155.0,1175.0,40.0,10.0,63.8,520.0,19.37,4900.0,90.0,26771.0,4137.0,29757.0,2305.0,7365.0,68.0,738.9,12273.0,14311.0,2565.0,19.7,1835.0,6395.0,10620.0,6700.0,10620.0,225.0,6.2,85.0,175.0,830.0,1035,2016S05101035,46,Manitoba,Winkler,,3.7,5.6,0,-97.9295155927275,49.1824673690486,12
1036,Winnipeg,16.8,150690.0,67.5,32540.0,81880.0,21125.0,13710.0,7775.0,379180.0,25885.0,6725.0,45344.0,88475.0,12440.0,80035.0,4000.0,3570.0,62.7,42865.0,343.99,77980.0,19590.0,31051.0,3364.0,35088.0,38480.0,405565.0,67.0,2069.6,670025.0,711925.0,242415.0,15.8,101280.0,345395.0,577155.0,382175.0,577155.0,13450.0,6.5,8850.0,12010.0,124485.0,1036,2016S05101036,46,Manitoba,Winnipeg,,3.3,3.9,0,-97.1433636525538,49.8860463105785,156
1038,Woodstock,15.8,485.0,63.0,130.0,120.0,10.0,35.0,25.0,1960.0,155.0,8582.0,36500.0,305.0,75.0,540.0,20.0,0.0,53.2,170.0,4.26,1090.0,65.0,26048.0,7497.0,27808.0,240.0,2450.0,58.2,1003.2,4287.0,4277.0,1155.0,23.4,775.0,1735.0,3420.0,2170.0,3420.0,80.0,8.5,35.0,35.0,425.0,1038,2016S05101038,13,New Brunswick,Woodstock,,5.1,7.0,0,-67.5787859755553,46.1544944696221,9
1047,One Hundred Mile House,13.5,95.0,57.7,40.0,10.0,20.0,35.0,10.0,645.0,80.0,9953.0,33828.0,45.0,40.0,125.0,10.0,0.0,43.8,70.0,2.4,415.0,10.0,24256.0,10923.0,25941.0,220.0,1055.0,49.3,753.9,1721.0,1811.0,305.0,28.3,280.0,570.0,1370.0,800.0,1365.0,35.0,10.4,10.0,35.0,75.0,1047,2016S05101047,59,British Columbia,One Hundred Mile House,,13.2,9.5,1101,-121.295926999694,51.6384346654592,3
1048,Abbotsford,18.2,16685.0,64.4,3890.0,8710.0,4160.0,5125.0,700.0,61475.0,5450.0,7784.0,39110.0,8355.0,2985.0,11240.0,460.0,210.0,60.2,5740.0,68.5,19660.0,2740.0,26751.0,5790.0,29161.0,9265.0,67715.0,64.7,1770.5,115011.0,121279.0,32360.0,13.6,20055.0,54335.0,96585.0,61685.0,96590.0,2465.0,7.0,1060.0,2840.0,12830.0,1048,2016S05101048,59,British Columbia,Abbotsford,,4.2,4.9,0,-122.298793731497,49.0491718666375,44
1087,Port Hardy,22.6,285.0,64.9,100.0,95.0,30.0,130.0,15.0,1750.0,215.0,8748.0,37966.0,105.0,95.0,345.0,15.0,10.0,57.0,145.0,5.14,1010.0,60.0,27072.0,7072.0,29483.0,565.0,2040.0,64.3,708.9,3552.0,3643.0,810.0,24.3,565.0,1550.0,2845.0,1945.0,2845.0,120.0,11.2,10.0,55.0,200.0,1087,2016S05101087,59,British Columbia,Port Hardy,,7.2,9.6,101,-127.501982118881,50.7228445870187,2
1098,Sooke,18.7,590.0,65.6,340.0,830.0,855.0,1090.0,30.0,4955.0,615.0,7941.0,42047.0,520.0,405.0,1370.0,10.0,25.0,62.8,495.0,12.2,1010.0,185.0,30116.0,6310.0,33680.0,635.0,4995.0,67.7,759.7,8238.0,9269.0,2845.0,15.7,1665.0,4375.0,7460.0,5145.0,7455.0,205.0,7.0,50.0,70.0,785.0,1098,2016S05101098,59,British Columbia,Sooke,,4.0,6.6,1,-123.732590001329,48.3793035019506,4
1105,Chatham - Douglastown,13.5,1315.0,60.9,450.0,190.0,65.0,125.0,50.0,5165.0,510.0,9739.0,36587.0,810.0,225.0,1600.0,20.0,0.0,47.5,610.0,24.72,2675.0,175.0,26978.0,9658.0,29347.0,575.0,7250.0,55.3,458.4,11443.0,11329.0,3320.0,19.6,1780.0,4375.0,9605.0,5675.0,9610.0,290.0,13.9,100.0,100.0,1110.0,1105,2016S05101105,13,New Brunswick,Chatham - Douglastown,,4.5,3.8,0,-65.5154048458467,47.0188073970145,12
1117,Summerland,11.9,1270.0,55.1,345.0,220.0,155.0,155.0,50.0,3775.0,410.0,9471.0,42057.0,545.0,280.0,1180.0,45.0,15.0,49.0,560.0,11.69,1310.0,205.0,28652.0,10003.0,31623.0,285.0,5210.0,53.1,748.1,8456.0,8742.0,2595.0,14.7,1150.0,3105.0,7180.0,4025.0,7175.0,135.0,7.7,60.0,120.0,880.0,1117,2016S05101117,59,British Columbia,Summerland,,6.9,6.7,0,-119.661872176966,49.5943098438057,3
1121,Cornwall,20.1,680.0,64.6,125.0,50.0,35.0,20.0,5.0,1270.0,135.0,7952.0,40002.0,290.0,75.0,380.0,10.0,15.0,59.5,165.0,2.33,320.0,60.0,30816.0,6024.0,34893.0,55.0,1325.0,65.6,1057.1,2499.0,2460.0,920.0,14.3,275.0,1105.0,1955.0,1260.0,1950.0,60.0,9.0,10.0,30.0,375.0,1121,2016S05101121,11,Prince Edward Island,Cornwall,,4.8,8.1,0,-63.2165566707659,46.2297243046687,4
1133,Niverville,29.0,340.0,62.3,170.0,610.0,355.0,155.0,5.0,2120.0,185.0,6791.0,49460.0,340.0,105.0,605.0,10.0,0.0,71.1,265.0,2.31,485.0,75.0,36972.0,3960.0,42182.0,215.0,1770.0,74.8,1771.1,3224.0,4083.0,1335.0,8.3,560.0,1940.0,2850.0,2110.0,2850.0,80.0,5.2,30.0,75.0,470.0,1133,2016S05101133,46,Manitoba,Niverville,,2.7,2.5,0,-97.0363020654825,49.6005404873807,13
1143,Elkford,21.4,205.0,69.4,35.0,275.0,105.0,20.0,5.0,935.0,205.0,7671.0,67565.0,85.0,170.0,250.0,0.0,0.0,65.3,45.0,2.89,250.0,15.0,47872.0,5420.0,56032.0,125.0,640.0,69.8,605.3,1791.0,1752.0,570.0,5.1,385.0,855.0,1340.0,1080.0,1340.0,35.0,5.9,10.0,20.0,100.0,1143,2016S05101143,59,British Columbia,Elkford,,5.9,9.8,1,-114.923743169716,50.0084807339705,2
1144,Logan Lake,13.2,125.0,52.1,15.0,45.0,15.0,15.0,10.0,405.0,145.0,11092.0,38968.0,10.0,105.0,105.0,0.0,0.0,35.7,55.0,0.94,130.0,10.0,27317.0,11435.0,29760.0,70.0,790.0,40.6,1284.2,1245.0,1208.0,265.0,18.3,185.0,335.0,1035.0,520.0,1035.0,35.0,10.7,0.0,10.0,10.0,1144,2016S05101144,59,British Columbia,Logan Lake,,8.3,16.7,111,-120.811596107358,50.4904402612394,0
1158,St. Leonard,16.0,150.0,61.6,35.0,50.0,0.0,10.0,5.0,455.0,65.0,9710.0,32114.0,60.0,30.0,80.0,0.0,0.0,49.7,50.0,1.63,195.0,10.0,24597.0,8960.0,26944.0,120.0,630.0,52.6,673.8,1059.0,1099.0,245.0,23.9,175.0,405.0,860.0,550.0,860.0,35.0,5.5,20.0,15.0,80.0,1158,2016S05101158,13,New Brunswick,St. Leonard,,4.1,2.3,0,-67.9237121337476,47.1699927703889,1
1171,Salmo,14.9,65.0,58.8,30.0,175.0,35.0,15.0,5.0,480.0,75.0,10789.0,34306.0,20.0,55.0,110.0,0.0,0.0,43.9,30.0,2.44,105.0,0.0,24048.0,10624.0,25707.0,110.0,755.0,49.0,467.0,1139.0,1141.0,245.0,23.9,220.0,395.0,990.0,570.0,990.0,15.0,10.3,0.0,20.0,30.0,1171,2016S05101171,59,British Columbia,Salmo,,6.5,8.9,101,-117.280267686729,49.1907412384931,2
1175,Lumby,18.8,195.0,59.8,50.0,95.0,15.0,35.0,10.0,650.0,130.0,9367.0,37858.0,50.0,65.0,135.0,0.0,0.0,52.5,90.0,1.14,215.0,10.0,26016.0,9376.0,28320.0,130.0,785.0,58.3,1140.4,1277.0,1303.0,360.0,21.9,220.0,555.0,1115.0,715.0,1115.0,65.0,10.8,0.0,30.0,65.0,1175,2016S05101175,59,British Columbia,Lumby,,5.9,8.0,0,-118.967815587045,50.2510302080727,1
1190,Port McNeill,18.4,150.0,69.2,45.0,115.0,30.0,80.0,0.0,1245.0,190.0,8462.0,48635.0,90.0,105.0,215.0,0.0,0.0,69.6,80.0,1.55,745.0,20.0,34489.0,6544.0,38096.0,280.0,1055.0,74.6,1333.7,2186.0,2064.0,565.0,12.1,335.0,1120.0,1675.0,1180.0,1680.0,85.0,6.8,20.0,20.0,135.0,1190,2016S05101190,59,British Columbia,Port McNeill,,4.6,5.6,0,-127.077600857154,50.5848263759665,2
1203,Pasadena,14.3,450.0,62.5,120.0,230.0,10.0,60.0,0.0,1245.0,180.0,10170.0,45580.0,230.0,80.0,445.0,0.0,10.0,44.1,145.0,3.53,255.0,50.0,33575.0,10101.0,37461.0,130.0,1730.0,52.5,793.4,2846.0,2800.0,1015.0,9.1,335.0,1015.0,2390.0,1480.0,2390.0,100.0,15.5,25.0,65.0,325.0,1203,2016S05101203,10,Newfoundland and Labrador,Pasadena,,6.3,9.3,0,-57.6037747004937,49.0136024417216,2
1217,Lions Bay,15.8,155.0,62.8,25.0,200.0,120.0,60.0,5.0,760.0,45.0,7580.0,70518.0,185.0,25.0,130.0,10.0,25.0,65.9,45.0,2.53,40.0,100.0,40896.0,5328.0,46976.0,25.0,650.0,68.6,526.7,1318.0,1334.0,595.0,7.5,115.0,580.0,1130.0,725.0,1130.0,15.0,3.9,45.0,60.0,360.0,1217,2016S05101217,59,British Columbia,Lions Bay,,3.1,4.7,0,-123.235691475081,49.4626392191933,29
1218,Aldergrove,20.5,2005.0,67.5,310.0,1415.0,640.0,675.0,30.0,6545.0,960.0,7442.0,40822.0,405.0,610.0,1490.0,10.0,15.0,66.0,535.0,6.9,1185.0,115.0,30411.0,4857.0,33719.0,945.0,6055.0,70.0,1738.9,12083.0,12007.0,3300.0,13.4,2390.0,5925.0,9490.0,6630.0,9490.0,340.0,5.6,70.0,235.0,615.0,1218,2016S05101218,59,British Columbia,Aldergrove,,4.1,6.8,1,-122.478776468342,49.0584065259936,31
1219,Sicamous,10.1,120.0,60.2,0.0,95.0,30.0,80.0,10.0,860.0,145.0,9220.0,41021.0,35.0,70.0,255.0,0.0,0.0,47.4,40.0,2.53,375.0,10.0,25459.0,10280.0,27538.0,205.0,1205.0,54.2,704.6,1843.0,1786.0,480.0,19.1,285.0,700.0,1605.0,960.0,1605.0,80.0,13.2,0.0,30.0,45.0,1219,2016S05101219,59,British Columbia,Sicamous,,7.0,9.2,1,-118.980370402502,50.8232641243614,0
1221,Houston,22.1,165.0,66.1,35.0,25.0,30.0,90.0,5.0,1080.0,200.0,9728.0,48895.0,85.0,140.0,240.0,0.0,0.0,56.6,55.0,2.94,630.0,20.0,30816.0,6856.0,34074.0,240.0,1010.0,64.1,722.0,2120.0,2126.0,570.0,16.5,420.0,935.0,1715.0,1225.0,1715.0,60.0,11.8,0.0,15.0,115.0,1221,2016S05101221,59,British Columbia,Houston,,9.5,16.0,111,-126.649911852707,54.3940496587888,2
1222,Dallas,19.3,1370.0,65.3,220.0,230.0,30.0,115.0,5.0,2500.0,430.0,8271.0,50669.0,260.0,300.0,625.0,10.0,10.0,64.6,305.0,6.47,495.0,85.0,36608.0,6664.0,41326.0,220.0,2220.0,68.9,692.3,4445.0,4479.0,1555.0,7.4,680.0,2235.0,3670.0,2460.0,3665.0,130.0,6.1,40.0,100.0,400.0,1222,2016S05101222,59,British Columbia,Dallas,,2.4,4.9,0,-120.167730903657,50.6587963778481,2
1225,Lac du Bonnet,14.2,55.0,53.7,25.0,20.0,30.0,45.0,5.0,415.0,60.0,10275.0,41933.0,95.0,30.0,60.0,0.0,10.0,41.5,40.0,2.15,200.0,0.0,27552.0,10784.0,31008.0,35.0,695.0,48.3,506.6,1069.0,1089.0,245.0,21.1,155.0,350.0,880.0,430.0,880.0,30.0,14.1,10.0,10.0,115.0,1225,2016S05101225,46,Manitoba,Lac du Bonnet,,9.0,14.1,111,-96.0621176056646,50.2528797927826,1
1240,Tumbler Ridge,20.5,75.0,66.2,40.0,125.0,20.0,130.0,5.0,940.0,190.0,9316.0,49317.0,60.0,135.0,200.0,15.0,10.0,49.4,85.0,2.82,390.0,10.0,32128.0,8437.0,35072.0,235.0,1045.0,64.2,704.0,2700.0,1982.0,540.0,15.2,325.0,735.0,1545.0,1105.0,1545.0,55.0,23.1,10.0,50.0,105.0,1240,2016S05101240,59,British Columbia,Tumbler Ridge,,4.3,9.7,1,-120.999218741495,55.1324644816671,2
1254,St. Adolphe,23.2,265.0,65.1,50.0,245.0,95.0,40.0,5.0,825.0,95.0,7490.0,50327.0,80.0,75.0,200.0,0.0,0.0,73.0,55.0,1.6,80.0,30.0,39077.0,5280.0,45632.0,45.0,645.0,77.2,853.9,1117.0,1362.0,445.0,2.9,300.0,725.0,1080.0,795.0,1080.0,20.0,6.0,15.0,30.0,120.0,1254,2016S05101254,46,Manitoba,St. Adolphe,,2.6,3.3,0,-97.1125644983887,49.673139786992,39
1257,Rossland,18.9,620.0,68.5,290.0,95.0,20.0,40.0,10.0,1780.0,220.0,7824.0,55012.0,445.0,160.0,425.0,110.0,20.0,63.8,455.0,2.86,705.0,190.0,36640.0,5242.0,41408.0,90.0,1620.0,69.0,1125.0,3134.0,3219.0,1525.0,9.5,315.0,1475.0,2600.0,1935.0,2600.0,60.0,7.5,40.0,80.0,795.0,1257,2016S05101257,59,British Columbia,Rossland,,4.3,6.2,0,-117.797829383289,49.0780593543451,1
1262,Duck Lake,14.0,1270.0,64.2,230.0,635.0,95.0,135.0,20.0,3725.0,400.0,8947.0,41617.0,365.0,265.0,1065.0,0.0,20.0,59.8,395.0,14.2,945.0,110.0,29816.0,7552.0,32792.0,415.0,4165.0,65.2,491.6,6764.0,6982.0,2085.0,12.7,1175.0,3080.0,5780.0,3675.0,5780.0,140.0,8.2,45.0,85.0,535.0,1262,2016S05101262,59,British Columbia,Duck Lake,,4.3,11.0,11,-119.421604645099,50.044101599912,8
1285,Humber Arm South,12.4,210.0,67.5,65.0,120.0,10.0,20.0,0.0,655.0,85.0,10662.0,36886.0,50.0,25.0,230.0,0.0,0.0,48.6,105.0,2.37,150.0,10.0,28075.0,11648.0,30656.0,175.0,830.0,61.0,492.0,1442.0,1168.0,390.0,15.8,155.0,505.0,1095.0,720.0,1095.0,60.0,20.3,0.0,20.0,55.0,1285,2016S05101285,10,Newfoundland and Labrador,Humber Arm South,,4.2,12.3,10,-58.1211461400066,49.0043919990095,1
1300,Sechelt,11.7,895.0,54.1,280.0,385.0,130.0,155.0,50.0,3765.0,510.0,9994.0,40284.0,480.0,260.0,975.0,35.0,15.0,46.6,430.0,11.23,1595.0,120.0,27665.0,10980.0,30244.0,400.0,5885.0,50.3,786.5,8060.0,8832.0,2375.0,16.5,1280.0,3155.0,7620.0,4060.0,7625.0,250.0,7.6,75.0,165.0,720.0,1300,2016S05101300,59,British Columbia,Sechelt,,5.8,8.7,1,-123.755382900527,49.4692158646161,6
1309,Whistler,11.0,1665.0,82.5,260.0,380.0,115.0,185.0,10.0,6210.0,475.0,3023.0,55256.0,1485.0,340.0,1245.0,55.0,40.0,82.2,515.0,11.54,2880.0,365.0,29595.0,520.0,33568.0,130.0,4790.0,86.3,755.2,7176.0,8713.0,4070.0,12.1,1330.0,5220.0,7215.0,5525.0,7215.0,130.0,4.9,185.0,225.0,2135.0,1309,2016S05101309,59,British Columbia,Whistler,,13.5,10.5,1211,-122.97077529676,50.1152470366698,4
1314,Cultus Lake,9.5,220.0,62.9,20.0,75.0,60.0,95.0,0.0,565.0,95.0,9628.0,52185.0,30.0,40.0,110.0,0.0,0.0,54.5,50.0,1.8,60.0,30.0,28459.0,9200.0,31744.0,80.0,695.0,58.0,585.7,1071.0,1053.0,300.0,16.7,185.0,505.0,1000.0,565.0,1000.0,55.0,6.9,10.0,15.0,75.0,1314,2016S05101314,59,British Columbia,Cultus Lake,,3.9,0.8,0,-121.969691761726,49.0717826344319,2
1325,Kent,15.1,395.0,54.9,90.0,210.0,65.0,90.0,15.0,1500.0,250.0,9908.0,36818.0,120.0,140.0,400.0,0.0,0.0,46.5,155.0,3.54,580.0,15.0,27328.0,10192.0,29976.0,270.0,2255.0,51.9,1073.6,3399.0,3802.0,870.0,15.6,630.0,1350.0,3045.0,1775.0,3045.0,110.0,10.4,15.0,70.0,150.0,1325,2016S05101325,59,British Columbia,Kent,,5.9,2.4,100,-121.76897681411,49.2365469330509,3
